SYMBOL	cluster	uniprot	ENSEMBL	GENENAME	GO_terms	GO_names	pbc	p_value	present_median	present_average	present_consistency	xabsent_median	xabsent_average	xabsent_consistency
MAP3K8	I60_OG000966	P41279	ENSG00000107968	mitogen-activated protein kinase kinase kinase 8	GO:0000165; GO:0000287; GO:0004674; GO:0004706; GO:0004709; GO:0005515; GO:0005524; GO:0005737; GO:0005829; GO:0006468; GO:0031295; GO:0050729; GO:0106310	MAPK cascade; magnesium ion binding; protein serine/threonine kinase activity; JUN kinase kinase kinase activity; MAP kinase kinase kinase activity; protein binding; ATP binding; cytoplasm; cytosol; protein phosphorylation; T cell costimulation; positive regulation of inflammatory response; protein serine kinase activity	0.3458	1e-04	1	1.0	1.0	1.0	0.75	0.75
MAPKBP1	I14_OG001355	O60336	ENSG00000137802	mitogen-activated protein kinase binding protein 1	GO:0005515; GO:0005654; GO:0005730; GO:0005737; GO:0032717; GO:0043124; GO:0046330; GO:0097431; GO:1900425	protein binding; nucleoplasm; nucleolus; cytoplasm; negative regulation of interleukin-8 production; negative regulation of canonical NF-kappaB signal transduction; positive regulation of JNK cascade; mitotic spindle pole; negative regulation of defense response to bacterium	0.4905	0.04543	1	1.0	1.0	1.0	0.5625	0.5625
MBTPS1	I14_OG004293	Q14703	ENSG00000140943	membrane bound transcription factor peptidase, site 1	GO:0000139; GO:0004252; GO:0005515; GO:0005788; GO:0005789; GO:0005794; GO:0005795; GO:0006508; GO:0006606; GO:0007040; GO:0007095; GO:0008203; GO:0016485; GO:0030968; GO:0031293; GO:0034976; GO:0036500; GO:0045540; GO:0051604; GO:0060627	Golgi membrane; serine-type endopeptidase activity; protein binding; endoplasmic reticulum lumen; endoplasmic reticulum membrane; Golgi apparatus; Golgi stack; proteolysis; protein import into nucleus; lysosome organization; mitotic G2 DNA damage checkpoint signaling; cholesterol metabolic process; protein processing; endoplasmic reticulum unfolded protein response; membrane protein intracellular domain proteolysis; response to endoplasmic reticulum stress; ATF6-mediated unfolded protein response; regulation of cholesterol biosynthetic process; protein maturation; regulation of vesicle-mediated transport	0.5587	0.01041	1.0	0.8181818181818182	0.8181818181818181	0.0	0.25	0.25
MBTPS2	I14_OG005159	O43462	ENSG00000012174	membrane bound transcription factor peptidase, site 2	GO:0000139; GO:0004222; GO:0005737; GO:0007095; GO:0008203; GO:0016020; GO:0030968; GO:0031293; GO:0034976; GO:0036500; GO:0045540; GO:0045542; GO:0045944; GO:0046872; GO:0051604; GO:0070977; GO:0140537; GO:1905897	Golgi membrane; metalloendopeptidase activity; cytoplasm; mitotic G2 DNA damage checkpoint signaling; cholesterol metabolic process; membrane; endoplasmic reticulum unfolded protein response; membrane protein intracellular domain proteolysis; response to endoplasmic reticulum stress; ATF6-mediated unfolded protein response; regulation of cholesterol biosynthetic process; positive regulation of cholesterol biosynthetic process; positive regulation of transcription by RNA polymerase II; metal ion binding; protein maturation; bone maturation; transcription regulator activator activity; regulation of response to endoplasmic reticulum stress	0.4238	0.03499	1	0.5909090909090909	0.6363636363636364	0.0	0.1875	0.1875
MCAM	I14_OG003095	P43121	ENSG00000076706	melanoma cell adhesion molecule	GO:0001525; GO:0003094; GO:0005055; GO:0005515; GO:0005576; GO:0005615; GO:0005886; GO:0005925; GO:0007155; GO:0009653; GO:0009897; GO:0030335; GO:0061042	angiogenesis; glomerular filtration; laminin receptor activity; protein binding; extracellular region; extracellular space; plasma membrane; focal adhesion; cell adhesion; anatomical structure morphogenesis; external side of plasma membrane; positive regulation of cell migration; vascular wound healing	0.4084	0.02876	0	0.22727272727272727	0.2727272727272727	0.0	0.0	0.0
MECOM	I14_OG006826	Q03112	ENSG00000085276	MDS1 and EVI1 complex locus	GO:0000118; GO:0000978; GO:0001228; GO:0003677; GO:0003700; GO:0005515; GO:0005634; GO:0005654; GO:0005829; GO:0006338; GO:0006357; GO:0006915; GO:0016607; GO:0032259; GO:0042803; GO:0043069; GO:0045892; GO:0045893; GO:0045944; GO:0046329; GO:0046872; GO:0046974; GO:0051726; GO:0070828; GO:0071425; GO:0140938; GO:0140947; GO:0140948	histone deacetylase complex; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription activator activity, RNA polymerase II-specific; DNA binding; DNA-binding transcription factor activity; protein binding; nucleus; nucleoplasm; cytosol; chromatin remodeling; regulation of transcription by RNA polymerase II; apoptotic process; nuclear speck; methylation; protein homodimerization activity; negative regulation of programmed cell death; negative regulation of DNA-templated transcription; positive regulation of DNA-templated transcription; positive regulation of transcription by RNA polymerase II; negative regulation of JNK cascade; metal ion binding; histone H3K9 methyltransferase activity; regulation of cell cycle; heterochromatin organization; hematopoietic stem cell proliferation; histone H3 methyltransferase activity; histone H3K9me2 methyltransferase activity; histone H3K9 monomethyltransferase activity	0.4524	0.00062	1.0	0.5454545454545454	0.5454545454545454	0.0	0.125	0.125
MED13	I14_OG008885	Q9UHV7	ENSG00000108510	mediator complex subunit 13	GO:0003712; GO:0003713; GO:0005515; GO:0005634; GO:0005654; GO:0016020; GO:0016592; GO:0042632; GO:0042809; GO:0045893; GO:0045944; GO:0046966; GO:0060261; GO:0070328; GO:1990508	transcription coregulator activity; transcription coactivator activity; protein binding; nucleus; nucleoplasm; membrane; mediator complex; cholesterol homeostasis; nuclear vitamin D receptor binding; positive regulation of DNA-templated transcription; positive regulation of transcription by RNA polymerase II; nuclear thyroid hormone receptor binding; positive regulation of transcription initiation by RNA polymerase II; triglyceride homeostasis; CKM complex	0.4264	0.02154	0	0.2727272727272727	0.2727272727272727	0.0	0.0	0.0
MED13L	I14_OG008885	Q71F56	ENSG00000123066	mediator complex subunit 13L	GO:0003712; GO:0005654; GO:0006357; GO:0016592	transcription coregulator activity; nucleoplasm; regulation of transcription by RNA polymerase II; mediator complex	0.4264	0.02154	0	0.2727272727272727	0.2727272727272727	0.0	0.0	0.0
MED23	I14_OG012259	Q9ULK4	ENSG00000112282	mediator complex subunit 23	GO:0003713; GO:0005515; GO:0005634; GO:0005654; GO:0005667; GO:0006355; GO:0006357; GO:0006367; GO:0010628; GO:0016592; GO:0032968; GO:0051123; GO:0060261; GO:0070847; GO:2000409	transcription coactivator activity; protein binding; nucleus; nucleoplasm; transcription regulator complex; regulation of DNA-templated transcription; regulation of transcription by RNA polymerase II; transcription initiation at RNA polymerase II promoter; positive regulation of gene expression; mediator complex; positive regulation of transcription elongation by RNA polymerase II; RNA polymerase II preinitiation complex assembly; positive regulation of transcription initiation by RNA polymerase II; core mediator complex; positive regulation of T cell extravasation	0.4084	0.01998	0	0.22727272727272727	0.2727272727272727	0.0	0.0	0.0
METTL21A	I20_OG000328	Q8WXB1	ENSG00000144401	methyltransferase 21A, HSPA lysine	GO:0005515; GO:0005654; GO:0005829; GO:0006338; GO:0006479; GO:0008276; GO:0016279; GO:0018022; GO:0030544; GO:0031072; GO:0032991; GO:0042054; GO:0051117	protein binding; nucleoplasm; cytosol; chromatin remodeling; protein methylation; protein methyltransferase activity; protein-lysine N-methyltransferase activity; peptidyl-lysine methylation; Hsp70 protein binding; heat shock protein binding; protein-containing complex; histone methyltransferase activity; ATPase binding	0.2791	0.00468	1	0.9545454545454546	1.0	1.0	0.75	0.75
METTL21C	I20_OG000328	Q5VZV1	ENSG00000139780	methyltransferase 21C, AARS1 lysine	GO:0005515; GO:0005634; GO:0005737; GO:0006479; GO:0007519; GO:0008276; GO:0008628; GO:0010880; GO:0016279; GO:0018022; GO:0031072; GO:0032991; GO:0071549	protein binding; nucleus; cytoplasm; protein methylation; skeletal muscle tissue development; protein methyltransferase activity; hormone-mediated apoptotic signaling pathway; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum; protein-lysine N-methyltransferase activity; peptidyl-lysine methylation; heat shock protein binding; protein-containing complex; cellular response to dexamethasone stimulus	0.2791	0.00468	1	0.9545454545454546	1.0	1.0	0.75	0.75
METTL23	I20_OG005293	Q86XA0	ENSG00000181038	methyltransferase 23, arginine	GO:0001939; GO:0001940; GO:0005515; GO:0005634; GO:0005737; GO:0031072; GO:0032259; GO:0032991; GO:0035242; GO:0035642; GO:0040029; GO:0044725; GO:0044727; GO:0045944; GO:0050890; GO:0140297	female pronucleus; male pronucleus; protein binding; nucleus; cytoplasm; heat shock protein binding; methylation; protein-containing complex; protein-arginine omega-N asymmetric methyltransferase activity; histone H3R17 methyltransferase activity; epigenetic regulation of gene expression; epigenetic programming in the zygotic pronuclei; epigenetic programing of male pronucleus; positive regulation of transcription by RNA polymerase II; cognition; DNA-binding transcription factor binding	0.4212	0.02877	0.5	0.5	0.5454545454545454	0.0	0.125	0.125
MEX3A	I14_OG002503	A1L020	ENSG00000254726	mex-3 RNA binding family member A	GO:0000932; GO:0003723; GO:0005634; GO:0005829; GO:0046872	P-body; RNA binding; nucleus; cytosol; metal ion binding	0.3355	0.00931	1.0	0.9545454545454546	1.0	1.0	0.6875	0.6875
MEX3B	I14_OG002503	Q6ZN04	ENSG00000183496	mex-3 RNA binding family member B	GO:0000932; GO:0003723; GO:0005509; GO:0005515; GO:0005654; GO:0005829; GO:0006468; GO:0046777	P-body; RNA binding; calcium ion binding; protein binding; nucleoplasm; cytosol; protein phosphorylation; protein autophosphorylation	0.3355	0.00931	1.0	0.9545454545454546	1.0	1.0	0.6875	0.6875
MEX3C	I14_OG002503	Q5U5Q3	ENSG00000176624	mex-3 RNA binding family member C	GO:0003415; GO:0003723; GO:0005515; GO:0005634; GO:0005737; GO:0045598; GO:0046872; GO:0061630; GO:0097009	chondrocyte hypertrophy; RNA binding; protein binding; nucleus; cytoplasm; regulation of fat cell differentiation; metal ion binding; ubiquitin protein ligase activity; energy homeostasis	0.3355	0.00931	1.0	0.9545454545454546	1.0	1.0	0.6875	0.6875
MEX3D	I14_OG002503	Q86XN8	ENSG00000181588	mex-3 RNA binding family member D	GO:0003723; GO:0005634; GO:0010609; GO:0035925; GO:0046872; GO:0048471; GO:0061157	RNA binding; nucleus; mRNA localization resulting in post-transcriptional regulation of gene expression; mRNA 3'-UTR AU-rich region binding; metal ion binding; perinuclear region of cytoplasm; mRNA destabilization	0.3355	0.00931	1.0	0.9545454545454546	1.0	1.0	0.6875	0.6875
MGAT2	I14_OG007582	Q10469	ENSG00000168282	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	GO:0000139; GO:0005794; GO:0005795; GO:0006487; GO:0008455; GO:0009312; GO:0016020; GO:0018279; GO:0019082; GO:0030145; GO:0042803	Golgi membrane; Golgi apparatus; Golgi stack; protein N-linked glycosylation; alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity; oligosaccharide biosynthetic process; membrane; protein N-linked glycosylation via asparagine; viral protein processing; manganese ion binding; protein homodimerization activity	0.4264	0.01178	0	0.2727272727272727	0.2727272727272727	0.0	0.0	0.0
MICAL1	I14_OG004234	Q8TDZ2	ENSG00000135596	microtubule associated monooxygenase, calponin and LIM domain containing 1	GO:0003779; GO:0004497; GO:0005515; GO:0005737; GO:0005829; GO:0005882; GO:0005884; GO:0005886; GO:0007010; GO:0007165; GO:0010008; GO:0015629; GO:0016174; GO:0016709; GO:0017124; GO:0019417; GO:0019901; GO:0030042; GO:0030496; GO:0031267; GO:0043066; GO:0045171; GO:0046872; GO:0051015; GO:0051017; GO:0071949; GO:0106294; GO:0120501; GO:1903305; GO:1990026	actin binding; monooxygenase activity; protein binding; cytoplasm; cytosol; intermediate filament; actin filament; plasma membrane; cytoskeleton organization; signal transduction; endosome membrane; actin cytoskeleton; NAD(P)H oxidase H2O2-forming activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen; SH3 domain binding; sulfur oxidation; protein kinase binding; actin filament depolymerization; midbody; small GTPase binding; negative regulation of apoptotic process; intercellular bridge; metal ion binding; actin filament binding; actin filament bundle assembly; FAD binding; NADPH oxidase H202-forming activity; F-actin monooxygenase activity; regulation of regulated secretory pathway; hippocampal mossy fiber expansion	0.5583	0.01467	0.0	0.4090909090909091	0.4545454545454546	0.0	0.0	0.0
MICAL2	I14_OG004234	Q6ZW33	ENSG00000133816	microtubule associated monooxygenase, calponin and LIM domain containing 2	GO:0001947; GO:0003779; GO:0004497; GO:0005515; GO:0005634; GO:0005737; GO:0005884; GO:0007010; GO:0007507; GO:0016174; GO:0016491; GO:0016709; GO:0019417; GO:0030042; GO:0045944; GO:0046872; GO:0051019; GO:0071949; GO:0120501	heart looping; actin binding; monooxygenase activity; protein binding; nucleus; cytoplasm; actin filament; cytoskeleton organization; heart development; NAD(P)H oxidase H2O2-forming activity; oxidoreductase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen; sulfur oxidation; actin filament depolymerization; positive regulation of transcription by RNA polymerase II; metal ion binding; mitogen-activated protein kinase binding; FAD binding; F-actin monooxygenase activity	0.5583	0.01467	0.0	0.4090909090909091	0.4545454545454546	0.0	0.0	0.0
MICAL2	I14_OG004234	O94851	ENSG00000133816	microtubule associated monooxygenase, calponin and LIM domain containing 2	GO:0001947; GO:0003779; GO:0004497; GO:0005515; GO:0005634; GO:0005737; GO:0005884; GO:0007010; GO:0007507; GO:0016174; GO:0016491; GO:0016709; GO:0019417; GO:0030042; GO:0045944; GO:0046872; GO:0051019; GO:0071949; GO:0120501	heart looping; actin binding; monooxygenase activity; protein binding; nucleus; cytoplasm; actin filament; cytoskeleton organization; heart development; NAD(P)H oxidase H2O2-forming activity; oxidoreductase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen; sulfur oxidation; actin filament depolymerization; positive regulation of transcription by RNA polymerase II; metal ion binding; mitogen-activated protein kinase binding; FAD binding; F-actin monooxygenase activity	0.5583	0.01467	0.0	0.4090909090909091	0.4545454545454546	0.0	0.0	0.0
MICAL3	I14_OG004234	Q7RTP6	ENSG00000243156	microtubule associated monooxygenase, calponin and LIM domain containing 3	GO:0003779; GO:0005515; GO:0005634; GO:0005654; GO:0005819; GO:0005829; GO:0005886; GO:0005938; GO:0006887; GO:0007010; GO:0016709; GO:0030042; GO:0042995; GO:0045171; GO:0046872; GO:0051301; GO:0060090; GO:0071949; GO:0090543; GO:0120501	actin binding; protein binding; nucleus; nucleoplasm; spindle; cytosol; plasma membrane; cell cortex; exocytosis; cytoskeleton organization; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen; actin filament depolymerization; cell projection; intercellular bridge; metal ion binding; cell division; molecular adaptor activity; FAD binding; Flemming body; F-actin monooxygenase activity	0.5583	0.01467	0.0	0.4090909090909091	0.4545454545454546	0.0	0.0	0.0
MIS18A	I14_OG007724	Q9NYP9	ENSG00000159055	MIS18 kinetochore protein A	GO:0000775; GO:0000785; GO:0005515; GO:0005634; GO:0005654; GO:0005829; GO:0007059; GO:0030674; GO:0034080; GO:0042802; GO:0046872; GO:0051301; GO:0071459; GO:0098654; GO:0140462	chromosome, centromeric region; chromatin; protein binding; nucleus; nucleoplasm; cytosol; chromosome segregation; protein-macromolecule adaptor activity; CENP-A containing chromatin assembly; identical protein binding; metal ion binding; cell division; protein localization to chromosome, centromeric region; CENP-A recruiting complex; pericentric heterochromatin organization	0.3695	0.04177	0.0	0.45454545454545453	0.4545454545454546	0.0	0.125	0.125
