number	bait	prey	IPTM	PTM	IPTMavg	PTMavg	RATIO	PEAK	PEAKavg	scaled_PEAK	scaled_PEAKavg	max_scaled_PEAK	mean_top3_scaled_PEAK
320	hsUFL1	Q969R8	0.448:0.311:0.29:0.206:0.156	0.48:0.419:0.426:0.408:0.395	0.2822	0.4256	0.663064	9.26:15.36:17.06:19.73:23.66	17.014	0.691:0.488:0.431:0.342:0.211	0.433	0.691	0.5366666666666666
1256	hsDDRGK1	Q15468	0.385:0.207:0.202:0.191:0.187	0.365:0.358:0.351:0.345:0.351	0.2344	0.354	0.662147	3.15:21.33:18.42:22.22:22.55	17.534	0.895:0.289:0.386:0.259:0.248	0.416	0.895	0.5233333333333333
405	hsUFL1	P61647	0.49:0.358:0.157:0.152:0.151	0.482:0.421:0.356:0.36:0.359	0.2616	0.3956	0.661274	8.87:12.83:24.38:14.09:22.38	16.51	0.704:0.572:0.187:0.53:0.254	0.45	0.704	0.602
855	hsDDRGK1	Q16799	0.151:0.154:0.139:0.134:0.142	0.226:0.212:0.233:0.234:0.186	0.144	0.2182	0.659945	17.59:12.48:19.22:15.77:14.57	15.926	0.414:0.584:0.359:0.474:0.514	0.469	0.584	0.524
748	hsUFL1	Q5XUX1	0.5:0.428:0.158:0.15:0.147	0.473:0.454:0.39:0.39:0.389	0.2766	0.4192	0.659828	7.39:8.68:25:24.86:23.53	17.892	0.754:0.711:0.167:0.171:0.216	0.404	0.754	0.56033333333333335
50	hsUFL1	Q5SWX8	0.593:0.234:0.195:0.169:0.154	0.484:0.386:0.397:0.39:0.384	0.269	0.4082	0.658991	4.56:12.48:18.73:23.08:26.22	17.014	0.848:0.584:0.376:0.231:0.126	0.433	0.848	0.6026666666666667
460	hsUFL1	Q7Z2W4	0.233:0.217:0.208:0.19:0.17	0.313:0.319:0.324:0.293:0.298	0.2036	0.3094	0.658048	15.91:15.96:17.77:23.42:26.89	19.99	0.47:0.468:0.408:0.219:0.104	0.334	0.47	0.44866666666666666
454	hsUFL1	Q8TCU5	0.246:0.248:0.228:0.18:0.179	0.347:0.315:0.334:0.325:0.322	0.2162	0.3286	0.65794299999999994	12.08:8.9:12.02:26.58:23.11	16.538	0.597:0.703:0.599:0.114:0.23	0.449	0.703	0.633
240	hsUFL1	Q9H3K2	0.377:0.314:0.251:0.186:0.143	0.453:0.373:0.396:0.353:0.361	0.2542	0.3872	0.656508	8.98:12.76:17.27:21.97:26.44	17.484	0.701:0.575:0.424:0.268:0.119	0.417	0.701	0.5666666666666667
580	hsUFL1	Q7Z4G1	0.306:0.28:0.281:0.278:0.264	0.431:0.432:0.419:0.43:0.436	0.2818	0.4296	0.655959	12.48:13.82:13.9:14.09:13.76	13.61	0.584:0.539:0.537:0.53:0.541	0.546	0.584	0.5546666666666666
1067	hsDDRGK1	O75298	0.153:0.142:0.138:0.133:0.132	0.201:0.208:0.218:0.22:0.219	0.1396	0.2132	0.654784	14.2:12.83:15.66:15.78:16.92	15.078	0.527:0.572:0.478:0.474:0.436	0.497	0.572	0.5256666666666666
1136	hsDDRGK1	Q5VZV1	0.485:0.463:0.208:0.174:0.147	0.489:0.496:0.426:0.423:0.422	0.2954	0.4512	0.654699	3.12:3.68:12.89:10.77:13.3	8.752	0.896:0.877:0.57:0.641:0.557	0.708	0.896	0.8046666666666666
1117	hsDDRGK1	Q9H4Q4	0.282:0.216:0.184:0.18:0.142	0.332:0.314:0.304:0.293:0.292	0.2008	0.307	0.654072	9.66:12.16:13.4:12.52:19.3	13.408	0.678:0.595:0.553:0.583:0.357	0.553	0.678	0.6186666666666667
169	hsUFL1	Q86SG6	0.365:0.268:0.235:0.189:0.182	0.428:0.385:0.372:0.355:0.357	0.2478	0.3794	0.653137	9.7:16.7:18.39:18.23:23.17	17.238	0.677:0.443:0.387:0.392:0.228	0.425	0.677	0.504
1265	hsDDRGK1	P16499	0.428:0.417:0.386:0.349:0.294	0.601:0.551:0.57:0.606:0.542	0.3748	0.574	0.652962	5.57:5.62:6.02:5.06:9.98	6.45	0.814:0.813:0.799:0.831:0.667	0.785	0.831	0.8193333333333332
95	hsUFL1	P07384	0.518:0.365:0.319:0.2:0.185	0.495:0.5:0.482:0.476:0.479	0.3174	0.4864	0.652549	6.31:10.48:13.74:20.08:23.08	14.738	0.79:0.651:0.542:0.331:0.231	0.509	0.79	0.661
834	hsDDRGK1	A6H8Z2	0.377:0.285:0.159:0.156:0.147	0.396:0.363:0.327:0.319:0.318	0.2248	0.3446	0.652351	2.77:7.55:12.01:13.84:14.99	10.232	0.908:0.748:0.6:0.539:0.5	0.659	0.908	0.752
744	hsUFL1	O14924	0.212:0.206:0.206:0.194:0.191	0.314:0.318:0.298:0.311:0.307	0.2018	0.3096	0.651809	12.41:18.12:18.83:18.97:24	18.466	0.586:0.396:0.372:0.368:0.2	0.384	0.586	0.4513333333333333
950	hsDDRGK1	Q8IXW5	0.193:0.194:0.186:0.178:0.14	0.286:0.273:0.271:0.27:0.268	0.1782	0.2736	0.651316	11.23:7.63:14.5:14.45:22.11	13.984	0.626:0.746:0.517:0.518:0.263	0.534	0.746	0.63
476	hsUFL1	Q13233	0.209:0.208:0.204:0.194:0.192	0.312:0.312:0.318:0.304:0.301	0.2014	0.3094	0.650937	24.7:25.95:25.73:27.14:27.62	26.228	0.177:0.135:0.142:0.095:0.079	0.126	0.177	0.15133333333333332
741	hsUFL1	O14921	0.519:0.412:0.138:0.138:0.131	0.43:0.428:0.411:0.398:0.397	0.2676	0.4128	0.648256	7.64:13.76:25.8:26.2:23.62	19.404	0.745:0.541:0.14:0.127:0.213	0.353	0.745	0.49966666666666665
1363	hsDDRGK1	Q9NYL9	0.343:0.295:0.237:0.14:0.127	0.384:0.361:0.359:0.329:0.33	0.2284	0.3526	0.64776	7.49:7.86:12.52:19.25:22.22	13.868	0.75:0.738:0.583:0.358:0.259	0.538	0.75	0.6903333333333334
629	hsUFL1	Q9H977	0.512:0.217:0.209:0.179:0.168	0.486:0.378:0.382:0.374:0.367	0.257	0.3974	0.646704	7.22:16.73:18.19:19.28:22.02	16.688	0.759:0.442:0.394:0.357:0.266	0.444	0.759	0.5316666666666667
78	hsUFL1	Q8WXB1	0.426:0.23:0.215:0.177:0.174	0.428:0.359:0.356:0.368:0.379	0.2444	0.378	0.646561	10.22:16.34:17.31:18.89:20.89	16.73	0.659:0.455:0.423:0.37:0.304	0.442	0.659	0.5123333333333333
51	hsUFL1	O94851	0.25:0.223:0.223:0.217:0.21	0.348:0.353:0.349:0.341:0.346	0.2246	0.3474	0.646517	21.56:25.83:26.66:24.11:23.78	24.388	0.281:0.139:0.111:0.196:0.207	0.187	0.281	0.228
231	hsUFL1	P29536	0.356:0.234:0.211:0.154:0.152	0.358:0.354:0.328:0.339:0.336	0.2214	0.343	0.645481	5.74:12.34:14.34:25:26.39	16.762	0.809:0.589:0.522:0.167:0.12	0.441	0.809	0.64
105	hsUFL1	P37275	0.284:0.201:0.196:0.188:0.188	0.347:0.322:0.328:0.322:0.321	0.2114	0.328	0.644512	9.16:15.78:19.31:22.8:23.28	18.066	0.695:0.474:0.356:0.24:0.224	0.398	0.695	0.5083333333333333
442	hsUFL1	P51160	0.43:0.419:0.312:0.173:0.165	0.493:0.467:0.475:0.449:0.445	0.2998	0.4658	0.643624	7.23:6.13:13.05:24.77:26.16	15.468	0.759:0.796:0.565:0.174:0.128	0.484	0.796	0.7066666666666667
731	hsUFL1	Q7Z3B3	0.296:0.21:0.19:0.177:0.179	0.332:0.324:0.334:0.328:0.318	0.2104	0.3272	0.643032	9.8:14.4:25.25:17.33:20.31	17.418	0.673:0.52:0.158:0.422:0.323	0.419	0.673	0.5383333333333333
1318	hsDDRGK1	P35913	0.409:0.379:0.366:0.368:0.319	0.559:0.575:0.619:0.521:0.59	0.3682	0.5728	0.642807	5:6.62:5.45:6.87:7.39	6.266	0.833:0.779:0.818:0.771:0.754	0.791	0.833	0.8099999999999999
1587	hsDDRGK1	Q15011	0.165:0.161:0.149:0.139:0.137	0.253:0.234:0.227:0.24:0.215	0.1502	0.2338	0.642429	10.12:10.95:10.7:13.07:11.46	11.26	0.663:0.635:0.643:0.564:0.618	0.625	0.663	0.647
704	hsUFL1	Q969H0	0.508:0.261:0.204:0.202:0.165	0.51:0.41:0.391:0.391:0.386	0.268	0.4176	0.641762	5.09:15.09:19.33:9.4:24.52	14.686	0.83:0.497:0.356:0.687:0.183	0.51	0.83	0.6713333333333333
749	hsUFL1	Q96LT9	0.352:0.251:0.243:0.193:0.174	0.425:0.372:0.37:0.359:0.367	0.2426	0.3786	0.640782	6.03:9.97:9.94:15.14:15.98	11.412	0.799:0.668:0.669:0.495:0.467	0.62	0.799	0.7120000000000001
1092	hsDDRGK1	Q9BSE4	0.171:0.151:0.129:0.12:0.115	0.216:0.209:0.204:0.227:0.216	0.1372	0.2144	0.639925	7.4:9.77:10.46:12.95:13.32	10.78	0.753:0.674:0.651:0.568:0.556	0.641	0.753	0.6926666666666667
640	hsUFL1	Q9NQC3	0.278:0.182:0.185:0.176:0.176	0.314:0.322:0.302:0.312:0.308	0.1994	0.3116	0.639923	9.29:24.48:25.89:26.16:27.14	22.592	0.69:0.184:0.137:0.128:0.095	0.247	0.69	0.33699999999999997
115	hsUFL1	P49796	0.22:0.207:0.199:0.183:0.179	0.302:0.316:0.308:0.312:0.308	0.1976	0.3092	0.639069	14.52:15.27:19.2:27.33:24.22	20.108	0.516:0.491:0.36:0.089:0.193	0.33	0.516	0.45566666666666666
639	hsUFL1	Q00341	0.198:0.195:0.197:0.187:0.186	0.305:0.31:0.301:0.3:0.292	0.1926	0.3016	0.638594	24.17:22.41:27.33:25.75:25.41	25.014	0.194:0.253:0.089:0.142:0.153	0.166	0.253	0.2
589	hsUFL1	Q96S79	0.326:0.263:0.251:0.231:0.176	0.406:0.389:0.396:0.383:0.379	0.2494	0.3906	0.638505	8.94:13.67:15.1:14.7:15.84	13.65	0.702:0.544:0.497:0.51:0.472	0.545	0.702	0.5853333333333334
601	hsUFL1	Q96DZ5	0.262:0.251:0.203:0.195:0.198	0.366:0.337:0.363:0.341:0.331	0.2218	0.3476	0.63809	8.38:8.09:8.87:10.33:11.47	9.428	0.721:0.73:0.704:0.656:0.618	0.686	0.73	0.7183333333333333
141	hsUFL1	Q9HAZ2	0.243:0.213:0.208:0.186:0.182	0.326:0.326:0.333:0.319:0.315	0.2064	0.3238	0.637431	15.3:18.12:18.8:25.16:24.98	20.472	0.49:0.396:0.373:0.161:0.167	0.318	0.49	0.4196666666666667
138	hsUFL1	Q56UN5	0.203:0.193:0.194:0.187:0.184	0.285:0.311:0.303:0.308:0.301	0.1922	0.3016	0.637268	23.23:22.97:23.09:25.89:26.86	24.408	0.226:0.234:0.23:0.137:0.105	0.186	0.234	0.23
1272	hsDDRGK1	Q5U5Q3	0.14:0.137:0.136:0.133:0.127	0.215:0.216:0.214:0.204:0.21	0.1346	0.2118	0.635505	19.44:21.62:22.08:18.91:24.36	21.282	0.352:0.279:0.264:0.37:0.188	0.291	0.37	0.33366666666666667
1149	hsDDRGK1	O43566	0.191:0.19:0.17:0.159:0.156	0.275:0.265:0.275:0.273:0.275	0.1732	0.2726	0.635363	13.02:7.88:9.7:12.27:12.55	11.084	0.566:0.737:0.677:0.591:0.582	0.631	0.737	0.6683333333333333
1199	hsDDRGK1	O43379	0.407:0.364:0.35:0.259:0.214	0.504:0.505:0.508:0.502:0.494	0.3188	0.5026	0.634302	3.1:5.21:5.08:10.48:22.73	9.32	0.897:0.826:0.831:0.651:0.242	0.689	0.897	0.8513333333333333
1260	hsDDRGK1	Q6ZNL6	0.227:0.203:0.198:0.199:0.196	0.322:0.328:0.326:0.319:0.32	0.2046	0.323	0.633437	16.19:15.34:21.55:19.44:17.98	18.1	0.46:0.489:0.282:0.352:0.401	0.397	0.489	0.45
507	hsUFL1	Q92624	0.547:0.309:0.28:0.25:0.241	0.602:0.495:0.483:0.48:0.511	0.3254	0.5142	0.632828	2.29:7.7:8.46:10.97:12.36	8.356	0.924:0.743:0.718:0.634:0.588	0.721	0.924	0.795
599	hsUFL1	Q96JP9	0.395:0.17:0.166:0.159:0.154	0.418:0.298:0.312:0.307:0.317	0.2088	0.3304	0.631961	2.47:17.81:22.77:26.95:28.67	19.734	0.918:0.406:0.241:0.102:0.044	0.342	0.918	0.5216666666666667
647	hsUFL1	P20794	0.374:0.212:0.187:0.172:0.165	0.415:0.343:0.331:0.337:0.333	0.222	0.3518	0.63104	6.41:10.09:17.22:14.4:16.86	12.996	0.786:0.664:0.426:0.52:0.438	0.567	0.786	0.6566666666666667
1116	hsDDRGK1	Q9H4Q3	0.238:0.175:0.165:0.147:0.146	0.277:0.28:0.28:0.272:0.272	0.1742	0.2762	0.630702	11.16:18.47:16.84:20.56:19.95	17.396	0.628:0.384:0.439:0.315:0.335	0.42	0.628	0.4836666666666667
816	hsDDRGK1	Q86WI3	0.328:0.31:0.301:0.295:0.289	0.498:0.461:0.482:0.488:0.491	0.3046	0.484	0.629339	8.16:11.82:12.48:11.37:12.96	11.358	0.728:0.606:0.584:0.621:0.568	0.621	0.728	0.6516666666666666
1418	hsDDRGK1	Q9NZF1	0.231:0.167:0.145:0.136:0.127	0.293:0.287:0.228:0.24:0.234	0.1612	0.2564	0.628705	12.17:15.45:17.48:19.17:20.7	16.994	0.594:0.485:0.417:0.361:0.31	0.434	0.594	0.49866666666666665
1394	hsDDRGK1	Q9Y426	0.193:0.179:0.157:0.159:0.154	0.277:0.262:0.275:0.256:0.27	0.1684	0.268	0.628358	11.58:9.77:14.25:10.42:14.62	12.128	0.614:0.674:0.525:0.653:0.513	0.596	0.674	0.647
1308	hsDDRGK1	Q9H116	0.159:0.15:0.145:0.144:0.136	0.25:0.228:0.23:0.232:0.229	0.1468	0.2338	0.627887	14.48:17.38:19.42:16.98:21.64	17.98	0.517:0.421:0.353:0.434:0.279	0.401	0.517	0.4573333333333333
1369	hsDDRGK1	Q86SE9	0.257:0.18:0.13:0.12:0.12	0.282:0.26:0.253:0.248:0.244	0.1614	0.2574	0.62704	9.64:14.96:19.3:18.3:19.03	16.246	0.679:0.501:0.357:0.39:0.366	0.458	0.679	0.5233333333333333
198	hsUFL1	O60500	0.23:0.193:0.186:0.186:0.17	0.307:0.303:0.316:0.314:0.299	0.193	0.3078	0.627031	12.63:24.31:26.23:25.48:28.7	23.47	0.579:0.19:0.126:0.151:0.043	0.218	0.579	0.30666666666666664
1453	hsDDRGK1	O60336	0.4:0.335:0.333:0.297:0.246	0.512:0.515:0.508:0.521:0.522	0.3222	0.5156	0.624903	3.62:7.5:6.63:9.7:17.23	8.936	0.879:0.75:0.779:0.677:0.426	0.702	0.879	0.8026666666666666
1485	hsDDRGK1	Q9BYE7	0.283:0.152:0.132:0.127:0.114	0.311:0.247:0.248:0.242:0.245	0.1616	0.2586	0.624903	3.53:18.08:17.31:17.77:21.17	15.572	0.882:0.397:0.423:0.408:0.294	0.481	0.882	0.571
1259	hsDDRGK1	Q7Z2W4	0.2:0.19:0.178:0.173:0.171	0.295:0.295:0.29:0.29:0.292	0.1824	0.2924	0.623803	17.86:18.16:22.34:23.2:22.25	20.762	0.405:0.395:0.255:0.227:0.258	0.308	0.405	0.3526666666666667
1251	hsDDRGK1	Q53GL7	0.201:0.2:0.195:0.18:0.179	0.305:0.308:0.306:0.309:0.303	0.191	0.30620000000000003	0.623775	15.53:14.82:14.5:21.69:22.73	17.854	0.482:0.506:0.517:0.277:0.242	0.405	0.517	0.5016666666666667
180	hsUFL1	Q9ULD2	0.217:0.192:0.191:0.187:0.184	0.328:0.312:0.313:0.309:0.3	0.1942	0.3124	0.621639	12.86:25.75:17.98:22.33:21.69	20.122	0.571:0.142:0.401:0.256:0.277	0.329	0.571	0.41633333333333333
783	hsUFL1	Q8TEZ7	0.28:0.259:0.256:0.235:0.211	0.409:0.4:0.4:0.403:0.387	0.2482	0.3998	0.62081	16.08:15.55:18.02:17.34:17.81	16.96	0.464:0.482:0.399:0.422:0.406	0.435	0.482	0.456
668	hsUFL1	Q9Y2W6	0.31:0.253:0.226:0.155:0.144	0.369:0.346:0.377:0.335:0.327	0.2176	0.3508	0.620296	8.62:12.7:14.85:24.47:26.61	17.45	0.713:0.577:0.505:0.184:0.113	0.418	0.713	0.5983333333333333
1438	hsDDRGK1	Q00341	0.18:0.179:0.174:0.17:0.167	0.276:0.272:0.283:0.299:0.273	0.174	0.2806	0.6201	19.2:26.52:23.7:26.19:25.98	24.318	0.36:0.116:0.21:0.127:0.134	0.189	0.36	0.23466666666666666
336	hsUFL1	Q92618	0.227:0.217:0.196:0.197:0.188	0.357:0.324:0.332:0.321:0.319	0.205	0.3306	0.620085	19:16.39:20.81:22.52:19.75	19.694	0.367:0.454:0.306:0.249:0.342	0.344	0.454	0.38766666666666666
579	hsUFL1	Q12789	0.3:0.257:0.242:0.239:0.222	0.433:0.389:0.382:0.396:0.432	0.252	0.4064	0.620079	14.79:23.45:26.97:23.25:27.53	23.198	0.507:0.218:0.101:0.225:0.082	0.227	0.507	0.31666666666666665
214	hsUFL1	Q8N7P1	0.537:0.253:0.195:0.197:0.154	0.509:0.423:0.417:0.406:0.4	0.2672	0.431	0.619954	5.64:16.8:21.5:18.34:25.66	17.588	0.812:0.44:0.283:0.389:0.145	0.414	0.812	0.547
119	hsUFL1	Q8TAD4	0.371:0.197:0.193:0.192:0.187	0.426:0.349:0.351:0.353:0.363	0.228	0.3684	0.618893	3.61:24.03:24.86:22.38:24.69	19.914	0.88:0.199:0.171:0.254:0.177	0.336	0.88	0.44433333333333336
358	hsUFL1	Q9BZA7	0.2:0.195:0.191:0.185:0.175	0.319:0.3:0.309:0.301:0.3	0.1892	0.3058	0.618705	26.52:26.78:27.17:23.2:26.31	25.996	0.116:0.107:0.094:0.227:0.123	0.133	0.227	0.15533333333333332
1509	hsDDRGK1	O15539	0.262:0.236:0.201:0.199:0.19	0.368:0.352:0.354:0.342:0.345	0.2176	0.3522	0.617831	11.84:9.68:11.03:11.64:13.58	11.554	0.605:0.677:0.632:0.612:0.547	0.615	0.677	0.6403333333333333
1545	hsDDRGK1	O76081	0.297:0.258:0.167:0.153:0.148	0.373:0.355:0.316:0.308:0.307	0.2046	0.3318	0.616637	6.27:8.22:12.35:13.04:12.77	10.53	0.791:0.726:0.588:0.565:0.574	0.649	0.791	0.7016666666666667
445	hsUFL1	Q9H0W8	0.405:0.201:0.197:0.177:0.17	0.436:0.36:0.362:0.355:0.353	0.23	0.3732	0.616292	8.29:20.72:21.23:22.34:21.72	18.86	0.724:0.309:0.292:0.255:0.276	0.371	0.724	0.44166666666666665
234	hsUFL1	Q2TB10	0.35:0.221:0.196:0.191:0.153	0.392:0.356:0.35:0.359:0.346	0.2222	0.3606	0.616195	6.65:12.54:14.2:17.84:25.17	15.28	0.778:0.582:0.527:0.405:0.161	0.491	0.778	0.629
252	hsUFL1	Q9NW38	0.448:0.237:0.153:0.156:0.149	0.459:0.381:0.345:0.327:0.344	0.2286	0.3712	0.615841	8.34:13.5:26.34:24.42:24.94	19.508	0.722:0.55:0.122:0.186:0.169	0.35	0.722	0.486
1470	hsDDRGK1	Q8NA72	0.134:0.129:0.122:0.121:0.119	0.204:0.2:0.203:0.209:0.199	0.125	0.203	0.615764	22.84:21.89:23.41:24.97:24.11	23.444	0.239:0.27:0.22:0.168:0.196	0.219	0.27	0.243
108	hsUFL1	Q9UKB1	0.566:0.234:0.21:0.16:0.155	0.546:0.401:0.419:0.397:0.389	0.265	0.4304	0.615706	3.64:18.16:17.81:21.06:26.36	17.406	0.879:0.395:0.406:0.298:0.121	0.42	0.879	0.56
1276	hsDDRGK1	Q96NB3	0.271:0.117:0.11:0.108:0.101	0.28:0.215:0.217:0.22:0.22	0.1414	0.2304	0.613715	6.8:19.03:22.77:23.3:22.86	18.952	0.773:0.366:0.241:0.223:0.238	0.368	0.773	0.46
346	hsUFL1	A6NKG5	0.203:0.2:0.195:0.197:0.191	0.317:0.319:0.329:0.321:0.321	0.1972	0.3214	0.613566	23.95:20.34:24.03:24.03:26.78	23.826	0.202:0.322:0.199:0.199:0.107	0.206	0.322	0.24100000000000002
186	hsUFL1	Q5JPE7	0.251:0.212:0.201:0.206:0.199	0.368:0.335:0.358:0.339:0.343	0.2138	0.3486	0.61331	14.31:22.78:21.77:23.22:22.14	20.844	0.523:0.241:0.274:0.226:0.262	0.305	0.523	0.35300000000000004
321	hsUFL1	Q9NX55	0.375:0.291:0.248:0.23:0.191	0.448:0.435:0.428:0.441:0.425	0.267	0.4354	0.613229	9.75:10.88:14.38:13.8:17.09	13.18	0.675:0.637:0.521:0.54:0.43	0.561	0.675	0.6173333333333334
566	hsUFL1	Q3SXY8	0.255:0.242:0.208:0.203:0.181	0.35:0.358:0.36:0.357:0.352	0.2178	0.3554	0.612831	12.16:7.11:11.88:14.05:16.47	12.334	0.595:0.763:0.604:0.532:0.451	0.589	0.763	0.654
1241	hsDDRGK1	P51160	0.362:0.346:0.346:0.309:0.318	0.566:0.613:0.546:0.584:0.439	0.3362	0.5496	0.611718	6.58:5.77:6.75:7.21:7.02	6.666	0.781:0.808:0.775:0.76:0.766	0.778	0.808	0.788
33	hsUFL1	Q9UPN4	0.237:0.192:0.189:0.183:0.177	0.346:0.314:0.316:0.312:0.312	0.1956	0.32	0.61125	18.33:22.86:22.3:27.06:26.27	23.364	0.389:0.238:0.257:0.098:0.124	0.221	0.389	0.2946666666666667
1582	hsDDRGK1	Q8TEZ7	0.626:0.356:0.261:0.243:0.199	0.565:0.557:0.55:0.545:0.54	0.337	0.5514	0.611172	2.95:7.59:11.53:10.77:13.84	9.336	0.902:0.747:0.616:0.641:0.539	0.689	0.902	0.7633333333333333
568	hsUFL1	Q5JSP0	0.222:0.21:0.197:0.197:0.179	0.341:0.322:0.332:0.322:0.328	0.201	0.329	0.610942	10.87:12.16:16.52:13.46:15.41	13.684	0.638:0.595:0.449:0.551:0.486	0.544	0.638	0.5946666666666667
1300	hsDDRGK1	Q9NRP0	0.173:0.163:0.149:0.142:0.143	0.263:0.273:0.243:0.247:0.236	0.154	0.2524	0.610143	13.83:16.73:17.06:17.11:14.76	15.898	0.539:0.442:0.431:0.43:0.508	0.47	0.539	0.49633333333333335
1421	hsDDRGK1	Q8N183	0.17:0.161:0.156:0.159:0.147	0.271:0.256:0.271:0.253:0.25	0.1586	0.2602	0.609531	13.95:12.34:12.58:14.7:14.48	13.61	0.535:0.589:0.581:0.51:0.517	0.546	0.589	0.5683333333333334
189	hsUFL1	O75443	0.259:0.254:0.254:0.242:0.224	0.393:0.409:0.405:0.398:0.419	0.2466	0.4048	0.60919	15.64:25.86:25.42:16.67:26.12	21.942	0.479:0.138:0.153:0.444:0.129	0.269	0.479	0.3586666666666667
1181	hsDDRGK1	Q92737	0.53:0.274:0.166:0.146:0.143	0.473:0.395:0.405:0.398:0.396	0.2518	0.4134	0.609095	4.41:10.2:14.4:14.27:16.98	12.052	0.853:0.66:0.52:0.524:0.434	0.598	0.853	0.679
1232	hsDDRGK1	Q9NZQ9	0.359:0.355:0.148:0.119:0.104	0.388:0.39:0.349:0.33:0.327	0.217	0.3568	0.608184	6.43:6.67:14.91:20.5:24	14.502	0.786:0.778:0.503:0.317:0.2	0.517	0.786	0.6890000000000001
497	hsUFL1	Q86XA0	0.506:0.209:0.163:0.162:0.157	0.43:0.373:0.397:0.387:0.385	0.2394	0.3944	0.606998	10.57:19.98:23.23:24.05:23.02	20.17	0.648:0.334:0.226:0.198:0.233	0.328	0.648	0.405
897	hsDDRGK1	Q9NX40	0.158:0.148:0.147:0.131:0.129	0.245:0.237:0.236:0.228:0.232	0.1426	0.2356	0.605263	11.12:10.57:11.57:14.84:14.7	12.56	0.629:0.648:0.614:0.505:0.51	0.581	0.648	0.6303333333333333
360	hsUFL1	Q96IM9	0.338:0.294:0.268:0.174:0.17	0.421:0.42:0.414:0.41:0.4	0.2488	0.413	0.602421	7.29:8.19:9.38:14.86:15.3	11.004	0.757:0.727:0.687:0.505:0.49	0.633	0.757	0.7236666666666667
1548	hsDDRGK1	Q96LT9	0.173:0.153:0.124:0.121:0.121	0.228:0.23:0.231:0.234:0.227	0.1384	0.23	0.601739	14.11:17.91:19.61:23.14:22.73	19.5	0.53:0.403:0.346:0.229:0.242	0.35	0.53	0.42633333333333334
1079	hsDDRGK1	Q13224	0.284:0.271:0.231:0.225:0.203	0.407:0.411:0.394:0.393:0.413	0.2428	0.4036	0.601586	9.15:11.68:12.93:14.62:16.09	12.894	0.695:0.611:0.569:0.513:0.464	0.57	0.695	0.625
1367	hsDDRGK1	Q5JSP0	0.203:0.187:0.192:0.177:0.177	0.319:0.328:0.294:0.309:0.308	0.1872	0.3116	0.60077	8.73:17.34:8.73:18.5:10.79	12.818	0.709:0.422:0.709:0.383:0.64	0.573	0.709	0.6859999999999999
739	hsUFL1	Q9Y6F1	0.341:0.307:0.168:0.153:0.156	0.401:0.395:0.382:0.366:0.333	0.225	0.3754	0.599361	8.44:11.4:23.42:23.3:21.69	17.65	0.719:0.62:0.219:0.223:0.277	0.412	0.719	0.5386666666666666
329	hsUFL1	Q9NR30	0.367:0.241:0.237:0.235:0.167	0.466:0.419:0.401:0.402:0.395	0.2494	0.4166	0.598656	7.94:16.38:15.13:17.59:26.17	16.642	0.735:0.454:0.496:0.414:0.128	0.445	0.735	0.5616666666666666
59	hsUFL1	Q9Y2T1	0.242:0.224:0.192:0.182:0.176	0.345:0.328:0.338:0.337:0.353	0.2032	0.3402	0.597296	6.3:11:11.38:17.67:17	12.67	0.79:0.633:0.621:0.411:0.433	0.578	0.79	0.6813333333333333
1344	hsDDRGK1	Q96IZ5	0.178:0.173:0.157:0.147:0.125	0.277:0.271:0.254:0.258:0.246	0.156	0.2612	0.597243	11.84:13.16:17.45:15.48:20.98	15.782	0.605:0.561:0.418:0.484:0.301	0.474	0.605	0.55
1355	hsDDRGK1	Q8N3C7	0.259:0.216:0.206:0.184:0.178	0.362:0.354:0.352:0.34:0.339	0.2086	0.3494	0.597023	5.34:10.21:9.95:12.62:13.89	10.402	0.822:0.66:0.668:0.579:0.537	0.653	0.822	0.7166666666666667
1353	hsDDRGK1	Q8IXQ6	0.315:0.27:0.254:0.217:0.213	0.44:0.43:0.426:0.411:0.421	0.2538	0.4256	0.596335	7.25:9.71:10.09:10.65:11.42	9.824	0.758:0.676:0.664:0.645:0.619	0.673	0.758	0.6993333333333334
1282	hsDDRGK1	Q9BYD5	0.192:0.146:0.15:0.134:0.125	0.272:0.285:0.212:0.252:0.232	0.1494	0.2506	0.596169	12.67:15.8:19.2:18.33:19.42	17.084	0.578:0.473:0.36:0.389:0.353	0.431	0.578	0.48
38	hsUFL1	Q99759	0.305:0.204:0.184:0.166:0.163	0.388:0.347:0.317:0.332:0.332	0.2044	0.3432	0.595571	10.58:19.28:19.73:15.58:21.8	17.394	0.647:0.357:0.342:0.481:0.273	0.42	0.647	0.495
1145	hsDDRGK1	A6NKG5	0.227:0.222:0.214:0.205:0.198	0.357:0.371:0.351:0.365:0.35	0.2132	0.3588	0.594203	14.71:16.19:18.81:17.91:20.61	17.646	0.51:0.46:0.373:0.403:0.313	0.412	0.51	0.45766666666666667
129	hsUFL1	A0AUZ9	0.228:0.212:0.191:0.178:0.167	0.331:0.331:0.331:0.332:0.319	0.1952	0.3288	0.593674	10.84:15.06:14.41:26.67:25.33	18.462	0.639:0.498:0.52:0.111:0.156	0.385	0.639	0.5523333333333333
181	hsUFL1	Q6ZVX9	0.263:0.258:0.242:0.228:0.18	0.403:0.401:0.405:0.39:0.378	0.2342	0.3954	0.592312	13.09:16.61:14.82:18.47:18.86	16.37	0.564:0.446:0.506:0.384:0.371	0.454	0.564	0.5053333333333333
